,명사,중복횟수,총조회수,총추천수
3239,엘,55,1893194.0,22272.0
2438,전환,59,1889278.0,26624.0
1675,워,66,1888494.0,18439.0
7143,단식,52,1888079.0,32031.0
6514,양녀,29,1887769.0,22722.0
4675,무도,41,1885538.0,22173.0
7345,숏컷,44,1885316.0,23551.0
1860,공모전,69,1883626.0,21697.0
4256,성격,39,1883608.0,18981.0
13606,발칵,62,1882894.0,16769.0
4983,의상,40,1882336.0,15969.0
7198,파이터,57,1881824.0,15672.0
6354,강화,64,1880873.0,27506.0
2364,비리,65,1880525.0,31566.0
9852,미스터리,51,1880518.0,15796.0
1555,찬성,52,1878824.0,32034.0
10651,무릎,45,1878752.0,21727.0
3990,박나래,29,1878389.0,22510.0
3081,낙서,81,1876938.0,18445.0
2204,참전용사,53,1876829.0,36809.0
753,법안,61,1876092.0,40782.0
2654,변,56,1875755.0,16550.0
9194,영,53,1875357.0,18699.0
7088,교통,59,1875250.0,20750.0
4100,한중일,42,1872829.0,14090.0
4597,마법,61,1872336.0,20313.0
18858,생선,46,1870746.0,15880.0
1544,정용진,45,1870173.0,24499.0
2535,중앙대,30,1868996.0,26774.0
4656,이낙연,50,1868368.0,34930.0
3519,며느리,45,1868157.0,20374.0
2265,소니,53,1866648.0,15048.0
843,유학,48,1866462.0,18297.0
1806,중고나라,33,1865437.0,22985.0
5741,호정,21,1865311.0,25134.0
4487,전남,50,1865168.0,26294.0
7373,신세계,42,1863757.0,21488.0
3231,용량,91,1862625.0,15888.0
8550,은우,33,1862602.0,15908.0
4343,산다,47,1861266.0,21111.0
10093,폭우,53,1860311.0,17456.0
6411,진행중,43,1860046.0,24170.0
2857,인스티즈,31,1859714.0,28113.0
5013,밀양,55,1859495.0,17234.0
4744,복권,38,1859115.0,18014.0
15416,중반,35,1859047.0,17507.0
3508,제한,51,1857885.0,29942.0
14408,통장,44,1856974.0,23829.0
7573,비극,66,1856709.0,15184.0
5658,병역,47,1856134.0,34819.0
8393,밍,47,1856029.0,17444.0
2820,오지,46,1854376.0,17471.0
4177,불매운동,37,1853712.0,34553.0
255,유래,51,1853589.0,15178.0
5299,라이,61,1852658.0,15613.0
12709,조카,47,1851107.0,28707.0
9947,저가,43,1848926.0,18721.0
2571,추정,56,1848497.0,16314.0
2577,도착,66,1847078.0,23248.0
10827,남사,34,1844865.0,14132.0
1029,파크,83,1844792.0,17364.0
6637,캐,44,1844779.0,16197.0
1234,랜덤,46,1842950.0,15814.0
12789,본격,60,1842563.0,26494.0
2329,부실,52,1840825.0,20853.0
38,감자,51,1840561.0,16745.0
5573,국가대표,59,1839878.0,20100.0
25,개좆,28,1839304.0,26360.0
19878,후쿠오카,128,1837435.0,11287.0
2181,라이엇,34,1837351.0,20967.0
5510,기자회견,65,1835142.0,31235.0
7873,성지순례,163,1832587.0,12347.0
1445,유시민,40,1832523.0,40490.0
11295,정식,53,1832493.0,16874.0
10199,일지,160,1831708.0,17922.0
622,연령,42,1831135.0,25590.0
3440,방치,64,1830891.0,18807.0
3572,거유,41,1830081.0,18599.0
4153,모기,39,1829335.0,17752.0
7119,울산,68,1828426.0,19509.0
945,인방,41,1828125.0,23086.0
483,짜장면,34,1827417.0,16765.0
11845,시어머니,49,1826185.0,20221.0
2480,기관,53,1825354.0,29729.0
4249,상대로,42,1824979.0,23221.0
3232,마인크래프트,42,1824959.0,17748.0
118,와우,42,1824326.0,15292.0
7845,극복,46,1824283.0,17418.0
10630,허브,22,1823766.0,14433.0
3931,액션,61,1823675.0,16600.0
7323,감소,54,1821431.0,24453.0
5301,선발,51,1821033.0,22601.0
8254,자위대,45,1820938.0,19169.0
3708,생존자,43,1819825.0,31346.0
5787,예술,49,1817571.0,21125.0
5551,그램,44,1817521.0,15659.0
8134,열등감,39,1817502.0,22830.0
739,개조,75,1816724.0,19371.0
2666,폭격,44,1816381.0,24327.0
968,어메이징,48,1816054.0,20010.0
11977,촉법소년,46,1815331.0,27330.0
6332,분야,37,1815222.0,19270.0
8199,대표팀,51,1814516.0,23067.0
12616,신의,44,1812141.0,21383.0
5316,태,65,1810976.0,23802.0
7826,품,51,1808780.0,16713.0
9539,학과,45,1806550.0,16226.0
13793,제보자,49,1805132.0,28224.0
4820,전차,65,1803821.0,15345.0
9637,성기,28,1802997.0,16821.0
3833,트위치,35,1802386.0,26276.0
7989,노동자,59,1801932.0,16666.0
8495,만원,46,1801684.0,17923.0
3076,반발,60,1801216.0,25359.0
12263,잡지,46,1800280.0,17862.0
4127,잠,47,1798009.0,12769.0
3956,접,51,1796679.0,21206.0
28311,구제역,40,1796007.0,19769.0
16075,시청자,37,1795801.0,15344.0
6934,원숭이,45,1795596.0,25223.0
817,네티즌,42,1795150.0,26739.0
530,보상,49,1793555.0,21968.0
8389,경쟁,58,1792861.0,19761.0
2896,여성가족부,34,1792710.0,52946.0
10133,방어,49,1792622.0,19137.0
2524,버그,39,1792358.0,14806.0
5044,가구,47,1792243.0,16753.0
2133,싹,48,1788905.0,18250.0
1763,상세,30,1787558.0,8108.0
15022,정신과,36,1787434.0,16766.0
794,이동진,53,1787311.0,13884.0
6216,베스트,58,1786253.0,19003.0
6588,경북,52,1783448.0,16549.0
367,폭등,48,1782111.0,20975.0
8802,생태계,39,1781723.0,23345.0
11385,위스키,97,1780785.0,9767.0
6910,배신,41,1780081.0,20737.0
1740,공산당,45,1779986.0,31086.0
4963,이사,53,1779936.0,21542.0
18609,유세,34,1779889.0,47478.0
12721,계급,32,1779820.0,18401.0
11301,미모,32,1778902.0,11680.0
3404,공대,29,1778667.0,18863.0
3069,쇼핑,54,1776617.0,18874.0
3811,음식점,36,1775911.0,20338.0
29817,노괴,39,1775345.0,36694.0
10559,트랜스젠더,33,1773252.0,18696.0
6670,자칭,43,1771010.0,26745.0
6486,신지,29,1770105.0,35644.0
2599,관람,62,1770039.0,16172.0
11924,피겨,33,1768234.0,17868.0
4522,풍선,43,1767944.0,16020.0
7082,이승기,42,1767447.0,17645.0
13002,차례,54,1767124.0,21299.0
5,누리,41,1766965.0,28368.0
4402,정산,93,1766706.0,13396.0
1061,하이라이트,53,1766476.0,28370.0
4641,퇴근,49,1766368.0,17505.0
8016,해외여행,60,1765831.0,13681.0
7331,평양,48,1765475.0,18301.0
7305,요원,44,1763394.0,21973.0
1582,조상,44,1760989.0,20638.0
710,탐사,73,1760823.0,26153.0
5621,미스코리아,30,1759021.0,10351.0
15294,중대장,39,1756777.0,28897.0
8031,울트라,57,1756591.0,14204.0
405,종합,64,1754392.0,20402.0
7065,빠,30,1754119.0,18060.0
4303,조치,63,1753220.0,28760.0
3501,부사관,38,1752954.0,20035.0
11587,망신,39,1752357.0,22026.0
2040,마스코트,46,1751257.0,18019.0
4495,무덤,50,1751188.0,13674.0
2982,리메이크,46,1751050.0,16268.0
9913,대규모,58,1750189.0,21141.0
8485,병장,41,1749028.0,21312.0
5821,드래곤,64,1748710.0,18063.0
2993,침대,34,1747504.0,15763.0
8785,잼,28,1747238.0,20046.0
13174,초대형,42,1746268.0,19546.0
1116,발의,59,1746003.0,43378.0
2454,마크,51,1745591.0,18104.0
12835,건축물,54,1745444.0,15243.0
3169,칭찬,37,1745413.0,19746.0
15027,멸종,40,1744740.0,15800.0
5916,허리,28,1742179.0,14547.0
9093,비법,36,1741502.0,15844.0
308,정의,50,1741317.0,23900.0
1753,토스,28,1741054.0,50377.0
12687,도라에몽,42,1740049.0,20100.0
10736,타격,61,1739849.0,19741.0
3920,고장,49,1738728.0,15353.0
7129,헤어스타일,26,1737933.0,9061.0
2994,쌀,43,1737557.0,14888.0
604,박원순,45,1737519.0,45797.0
9793,난사,43,1736592.0,17416.0
20076,당선인,48,1735829.0,32317.0
1146,첫날,59,1735717.0,18827.0
12367,연예계,36,1735704.0,15890.0
8749,유산,50,1735573.0,18107.0
8115,빛,63,1734285.0,16403.0
1192,뭐임,37,1734258.0,13751.0
2703,대사관,50,1733938.0,30088.0
6075,이틀,52,1733899.0,17508.0
13222,초콜릿,54,1733031.0,17784.0
768,연속,61,1732345.0,17047.0
5603,드림,48,1732259.0,17224.0
72,제거,40,1731840.0,16885.0
5161,혁신,50,1731335.0,25138.0
8502,팝,45,1730602.0,20094.0
9649,절반,46,1729859.0,17140.0
6760,산부인과,35,1729194.0,22358.0
6479,검증,51,1727916.0,24967.0
212,개새끼,84,1727576.0,23344.0
2940,확대,55,1726038.0,27486.0
3130,야간,60,1725000.0,15331.0
10314,복무,42,1724978.0,20010.0
8619,위생,37,1723797.0,16434.0
3057,물어,44,1723340.0,15959.0
10652,약사,35,1722628.0,16120.0
9371,철거,60,1721185.0,20038.0
6608,조현병,25,1720149.0,16846.0
8959,철권,47,1720056.0,14462.0
19454,자폐,28,1719434.0,29254.0
6029,반드시,46,1717776.0,26290.0
4523,보안,42,1717664.0,15562.0
8780,지브리,45,1717444.0,12833.0
181,태도,40,1717293.0,22137.0
9383,뮤지컬,41,1717076.0,21016.0
10615,젠더,34,1715918.0,35095.0
11888,한마디,38,1715220.0,24851.0
9692,침수,47,1714162.0,18679.0
15308,퐁퐁단,17,1713951.0,35535.0
7741,노숙자,36,1713322.0,17048.0
4494,유통,51,1712866.0,16030.0
2257,저작권,44,1712664.0,20473.0
4310,점주,46,1712528.0,18964.0
6345,출장,64,1712341.0,22596.0
3978,싸이,31,1712036.0,22790.0
8637,불편,35,1710347.0,15649.0
10402,핀란드,44,1709966.0,16830.0
10514,좆망,30,1709333.0,21145.0
2817,마비,40,1709209.0,19618.0
26728,라남,36,1708878.0,18363.0
9046,뇌절,34,1708677.0,16367.0
3524,신인,43,1708445.0,12255.0
2194,판단,44,1708089.0,23864.0
2719,헌혈,60,1707901.0,22361.0
387,오염수,62,1707642.0,38864.0
7090,충돌,60,1707172.0,14399.0
385,관계자,55,1706603.0,21041.0
1141,사무실,41,1706370.0,19995.0
7015,터치,31,1704778.0,15734.0
2346,흑역사,38,1703265.0,17508.0
9563,우려,69,1702835.0,23227.0
5944,도쿄올림픽,31,1700839.0,18310.0
6997,언어,41,1700217.0,16900.0
9911,민노총,63,1699923.0,48555.0
7005,미개,35,1699282.0,18718.0
15919,내한,43,1698427.0,20509.0
2120,거품,35,1698021.0,20598.0
4700,디시인사이드,27,1697632.0,26414.0
5789,논의,59,1695969.0,24661.0
1126,해석,43,1694360.0,16631.0
7667,목격,36,1694007.0,17561.0
15765,워홀,33,1693629.0,24867.0
9311,땜,31,1693614.0,24211.0
6961,김동현,53,1690712.0,12896.0
18115,전문직,34,1690308.0,20597.0
3097,선제골,62,1689744.0,21388.0
7231,여혐,28,1689236.0,34320.0
9723,벌금,47,1687717.0,22462.0
2189,보드게임,79,1686624.0,12845.0
13196,엔씨소프트,44,1684863.0,19248.0
8906,똥꼬,30,1684004.0,17793.0
1254,홍석천,37,1682777.0,18227.0
7983,신제품,34,1681725.0,12785.0
4129,울,46,1680937.0,17059.0
7881,화장,34,1680412.0,14857.0
161,성지,67,1679960.0,13633.0
4692,역시,43,1679561.0,18198.0
3261,새우,42,1678743.0,14333.0
7538,졸,40,1678557.0,16101.0
2722,여장,30,1677588.0,11797.0
7087,연쇄,46,1676518.0,16012.0
12164,올리버,32,1674939.0,23977.0
3746,벨,42,1673965.0,17512.0
12499,디아블로,37,1673602.0,14580.0
2297,원본,39,1673462.0,15401.0
8104,서버,41,1673182.0,15115.0
5570,만두,41,1672255.0,14064.0
8601,학년,41,1671883.0,12600.0
964,리스,40,1669669.0,16535.0
4750,스위스,71,1669578.0,13630.0
504,음모론,41,1667686.0,24815.0
4414,파도,32,1666976.0,33278.0
2538,유머,38,1666027.0,18307.0
8525,초대,41,1664268.0,18405.0
10330,해적,46,1662938.0,19533.0
12736,선관위,55,1662685.0,44835.0
3047,미담,39,1660706.0,32745.0
9584,번개,45,1658029.0,15251.0
5540,남동생,30,1658008.0,14841.0
4667,원리,37,1656613.0,15879.0
15178,술자리,42,1654269.0,18151.0
15787,아카이브,48,1653934.0,15715.0
11091,과일,47,1652909.0,15351.0
11913,동아시아,41,1652883.0,16145.0
14103,롤스로이스,35,1652664.0,22688.0
7928,예약,46,1651877.0,12135.0
4051,전말,44,1651717.0,18196.0
7567,이자,48,1651071.0,15445.0
3839,등산,78,1650513.0,10358.0
4492,버즈,50,1650100.0,13577.0
13162,한우,40,1650036.0,18641.0
1521,셀프,48,1649040.0,18645.0
6504,녹음,41,1647675.0,24237.0
8638,맥,48,1646788.0,15992.0
8930,하하,42,1646621.0,14123.0
4979,교복,28,1646514.0,14013.0
5430,안락사,41,1646148.0,24354.0
1876,지지자,44,1645662.0,33740.0
2162,조선일보,45,1644645.0,30792.0
4766,시구,45,1644645.0,15988.0
11307,현자,30,1644623.0,27997.0
7614,아바타,36,1643264.0,14902.0
4784,자수,40,1643218.0,18450.0
1189,미리,45,1642992.0,26257.0
7877,개판,41,1642732.0,18573.0
2148,마우스,56,1642651.0,13102.0
4077,유니폼,65,1640982.0,19350.0
518,필,50,1640371.0,19545.0
2183,단점,30,1640295.0,14460.0
4451,편견,44,1639928.0,17503.0
6407,육상,30,1639870.0,14105.0
3191,연상,38,1639321.0,14393.0
3450,방사,41,1639268.0,23798.0
643,기계,47,1638442.0,14350.0
8827,르,41,1637286.0,20343.0
11098,표절논란,25,1637119.0,24269.0
3905,감량,33,1636857.0,9767.0
4513,만취,42,1636515.0,16674.0
2282,앨범,55,1635448.0,15981.0
8126,고함,39,1634606.0,21149.0
5305,노잼,48,1633935.0,19447.0
13170,경호원,29,1633249.0,20230.0
3574,디,69,1632986.0,16455.0
458,네이마르,38,1632767.0,20144.0
4713,념글간,31,1631799.0,23522.0
7297,법적,46,1631514.0,27033.0
10790,며칠,46,1631001.0,16485.0
2625,다크,49,1630589.0,14332.0
6756,변신,42,1630352.0,12032.0
6710,일본만화,32,1628397.0,18056.0
2936,혼란,53,1628165.0,13164.0
5296,이론,36,1628078.0,21349.0
5079,썸남,43,1626271.0,9977.0
2284,수치,37,1625872.0,15657.0
3341,여명,44,1625823.0,36254.0
1057,팬덤,43,1625762.0,19136.0
8471,빌라,49,1624495.0,12627.0
1823,게시판,34,1622186.0,23756.0
6594,바보,38,1622037.0,22585.0
8154,비디오,38,1621836.0,16370.0
1290,흥,42,1621030.0,24146.0
1589,소속사,42,1620940.0,15970.0
51,엠팍,37,1619175.0,20033.0
9467,계산,38,1618993.0,17409.0
1958,스파이,45,1618821.0,20732.0
4921,블로그,44,1618444.0,21787.0
5070,명동,39,1617291.0,14254.0
2065,임원,42,1615408.0,22983.0
5956,아이언맨,36,1614703.0,15816.0
7346,관상,31,1614269.0,15206.0
5534,로고,39,1614249.0,13820.0
5690,표지,44,1614002.0,15571.0
8946,트젠,30,1613848.0,13574.0
7624,법무부,67,1612840.0,34384.0
2783,학벌,29,1612658.0,15687.0
4111,짜증,35,1612436.0,20057.0
10666,보호,52,1609873.0,27030.0
6638,신호,39,1609142.0,15495.0
13601,행보,44,1608598.0,30498.0
3739,베이징,36,1608574.0,27248.0
2070,이적,56,1608450.0,16592.0
3188,소감,50,1608313.0,16334.0
6762,명단,52,1608140.0,25206.0
14158,공포영화,43,1607671.0,12852.0
2013,야구선수,42,1605957.0,14906.0
11411,한국사,35,1603990.0,19018.0
6728,타투,28,1603821.0,12370.0
1926,무지,80,1603753.0,16178.0
1333,남충,25,1603231.0,24342.0
5474,선포,36,1601230.0,25200.0
5294,심장,44,1600476.0,17650.0
12410,성우,43,1599483.0,10470.0
6938,유튜,30,1598321.0,14925.0
9468,현수막,40,1597740.0,28301.0
7872,워터,29,1596991.0,8706.0
9829,기구,37,1595604.0,20511.0
6969,악플러,36,1595443.0,24766.0
4876,개구리,38,1594573.0,15316.0
5172,후원,47,1594345.0,23752.0
9187,플러스,35,1594215.0,14201.0
2591,대국,42,1593813.0,13892.0
2995,갓,39,1593717.0,19595.0
1577,록,76,1593292.0,14989.0
7027,마라톤,55,1593251.0,15226.0
5834,사망자,43,1593058.0,24935.0
6750,헬창,36,1592913.0,16369.0
4806,김구라,34,1592447.0,17623.0
10949,친자,27,1591192.0,23383.0
10467,충주시,42,1590241.0,18980.0
7908,목욕탕,34,1589261.0,11986.0
6021,태극기,42,1588841.0,20400.0
8931,외계인,44,1588833.0,16389.0
5556,상어,40,1588695.0,12793.0
6468,개콘,29,1587103.0,22857.0
11068,개막식,33,1585076.0,21232.0
1093,케이스,48,1583192.0,13975.0
2838,일반,49,1582814.0,16087.0
13961,여러,52,1582564.0,16479.0
4591,안경,38,1582500.0,11894.0
3710,침묵,38,1582447.0,27709.0
2805,유리,44,1581912.0,15117.0
11747,점심,42,1581846.0,14311.0
6503,낚시,67,1581698.0,14405.0
5905,왜곡,44,1580247.0,29031.0
8910,순애,46,1579627.0,13085.0
4708,이별,40,1579524.0,15000.0
1592,미투,33,1578750.0,22862.0
17917,새해,58,1578445.0,19234.0
10360,핑크,38,1578287.0,16359.0
4501,개꿀,28,1577546.0,15058.0
6173,럼,51,1577147.0,15880.0
10647,제국,53,1576084.0,14847.0
7539,한숨,32,1575923.0,20129.0
7037,아르헨티나,41,1574821.0,16085.0
5166,정형돈,24,1573531.0,17474.0
11076,입원,43,1573362.0,18901.0
13981,후반,30,1571462.0,15399.0
7265,사위,44,1570088.0,20218.0
15662,천국,39,1569898.0,15952.0
2541,사나이,38,1569888.0,19620.0
1092,자작,93,1569746.0,16025.0
7174,로시,48,1569583.0,24504.0
3939,미디어,56,1569416.0,17114.0
22935,튀르키예,55,1568832.0,17449.0
4474,어그,40,1568248.0,19024.0
18610,설날,45,1567454.0,18456.0
3292,극장판,45,1567387.0,11011.0
3154,천사,53,1566462.0,17372.0
3671,욱일기,52,1565252.0,23695.0
8172,정액,22,1565240.0,13508.0
2019,때매,41,1564640.0,12998.0
13697,사이즈,29,1564494.0,12902.0
1174,장님,46,1564261.0,19729.0
2514,밖,46,1564042.0,14761.0
6198,거짓,51,1562948.0,20853.0
4933,카레,47,1562767.0,16298.0
1265,멘트,32,1562334.0,16591.0
6004,노래방,31,1562283.0,13185.0
5708,구석,44,1561654.0,14925.0
13343,나잇,26,1561621.0,11153.0
2313,폭풍,45,1561607.0,19487.0
3941,벌,43,1561217.0,16867.0
3441,땐,47,1560813.0,18242.0
3186,레즈,33,1560074.0,14683.0
1347,총격,39,1559428.0,15231.0
13633,카타르,46,1559143.0,18268.0
8885,인척,33,1557687.0,22175.0
2245,초기,48,1556275.0,15294.0
13090,한양대,26,1555578.0,20698.0
9752,청주,42,1555285.0,17663.0
7160,마왕,89,1554867.0,16276.0
7436,경상도,37,1554694.0,16152.0
4626,오디션,41,1554534.0,14016.0
7766,수상자,44,1552897.0,18343.0
2025,벽,42,1552323.0,12056.0
2416,판정,41,1552239.0,21622.0
6639,여권,37,1552155.0,15743.0
11880,상납,40,1550470.0,27074.0
14275,샘,36,1549652.0,17834.0
8290,비결,34,1549343.0,14119.0
14844,우즈벡,42,1549246.0,14264.0
2674,자가,55,1548227.0,16504.0
16263,방송인,30,1548200.0,12345.0
13209,등교,34,1547245.0,16543.0
2354,이명박,34,1545779.0,42186.0
12194,모로코,34,1545774.0,21072.0
9720,보급,41,1545328.0,14864.0
8406,변기,30,1545141.0,17745.0
10040,괴롭힘,42,1545028.0,19117.0
10753,군사,51,1544981.0,19515.0
18975,텔레,42,1544024.0,12350.0
3985,최소,44,1543989.0,14328.0
12543,철회,43,1542594.0,27647.0
8806,옥,51,1542109.0,16550.0
14716,치과의사,30,1541784.0,17667.0
12639,디지몬,47,1540932.0,13877.0
12544,개인정보,43,1540520.0,24551.0
10391,날씨,59,1538989.0,10301.0
16135,유아인,36,1537994.0,15564.0
29420,곽튜브,31,1537903.0,14322.0
89,고급,37,1536076.0,12809.0
11610,가이드,48,1535843.0,10740.0
3184,평소,31,1535229.0,16034.0
8123,동원,50,1534275.0,17637.0
3451,능,38,1534065.0,19869.0
176,공통점,38,1533888.0,20138.0
6253,생리,31,1532032.0,18813.0
10141,동시,41,1531548.0,18715.0
2211,유물,43,1531493.0,12601.0
3094,에버랜드,35,1531342.0,14758.0
3563,대란,40,1531299.0,14931.0
757,폐기,41,1529914.0,21950.0
14223,투입,51,1525247.0,18287.0
4936,트페,25,1525028.0,26152.0
10927,산불,42,1524532.0,20019.0
16493,이수정,31,1523722.0,39406.0
7259,방탄소년단,32,1523265.0,24839.0
4551,날벼락,46,1523244.0,13067.0
2702,무서움,29,1522513.0,16621.0
3658,변태,27,1521626.0,13509.0
12706,핀,39,1521239.0,13151.0
11889,키즈,37,1521026.0,16387.0
223,경희대,28,1520939.0,23086.0
4323,주제,39,1518973.0,14435.0
3475,핵심,51,1518399.0,27558.0
8193,기숙사,32,1517231.0,14899.0
4975,갑옷,39,1516618.0,12516.0
11876,성시경,33,1515264.0,14654.0
6657,나폴리,45,1515112.0,13935.0
4197,정색,24,1514025.0,19797.0
9394,쟝,75,1513303.0,16561.0
4102,전투기,48,1512875.0,15809.0
15207,칸예,37,1512618.0,16835.0
3062,동맹,44,1512032.0,28372.0
21104,이은해,33,1511549.0,23646.0
12869,사이비,39,1510193.0,15353.0
1780,방지,37,1509891.0,19645.0
1855,후임,34,1509803.0,16823.0
10389,공간,41,1507618.0,14599.0
1159,연습,60,1506764.0,15702.0
21560,행유,30,1506489.0,20993.0
992,이화여대,28,1506456.0,23585.0
16866,중개사,42,1504837.0,11706.0
8051,숨,36,1504576.0,14781.0
1340,유전,29,1504370.0,17183.0
11551,운동선수,27,1503796.0,12174.0
1149,통제,39,1503529.0,17325.0
506,된거,32,1503293.0,13349.0
11640,기회,35,1503284.0,19008.0
2465,아주,49,1502255.0,17023.0
2782,토끼,60,1501444.0,14795.0
1086,락,44,1500838.0,14466.0
5874,하버드,31,1497437.0,16512.0
3639,툰,73,1497027.0,16473.0
7632,지뢰,31,1496837.0,15817.0
722,어이,27,1496219.0,20759.0
5041,뱀,45,1496110.0,13358.0
6666,청구,57,1495980.0,25189.0
5403,간식,36,1495500.0,11585.0
4606,일본어,35,1495287.0,13828.0
8234,설계,38,1495115.0,19438.0
7108,배틀,46,1494939.0,17265.0
810,해설,40,1494314.0,19148.0
6536,프랜차이즈,40,1493966.0,9613.0
4598,노르웨이,39,1493520.0,15906.0
12680,게시,39,1493481.0,21526.0
10582,주먹,37,1493401.0,20522.0
6442,참석,55,1491120.0,22655.0
5640,터널,46,1490383.0,13844.0
6720,입문,74,1489987.0,8190.0
15177,딜러,34,1489707.0,18254.0
12324,슬램덩크,54,1489418.0,11862.0
4072,출동,42,1488756.0,19726.0
783,일러스트,45,1487583.0,12745.0
9220,이과,32,1487191.0,16524.0
2898,좌석,39,1486623.0,14899.0
4827,아가씨,43,1485965.0,16346.0
5181,옹호,40,1485853.0,27990.0
13105,솔루션,40,1484827.0,18058.0
8260,저주,36,1483419.0,20910.0
3817,회계사,28,1483014.0,14850.0
2038,기대,42,1482598.0,16683.0
5110,알리,43,1481928.0,10466.0
8023,모티브,50,1481514.0,11546.0
7568,지도자,38,1481339.0,17737.0
12496,시청률,26,1481047.0,15242.0
473,수영장,33,1479179.0,14294.0
584,파악,36,1479088.0,22160.0
13991,습격,53,1478625.0,17956.0
4612,배트맨,49,1478580.0,14355.0
9283,제공,41,1477593.0,18546.0
10904,매니저,35,1476911.0,11124.0
2816,사지,29,1476202.0,16345.0
13320,점수,34,1475098.0,16580.0
9725,초월,33,1474341.0,14179.0
11269,이천수,42,1474070.0,17977.0
3176,루머,41,1473239.0,9930.0
3847,여대,27,1473163.0,24786.0
5192,망언,32,1472816.0,33503.0
5401,스타크래프트,32,1472201.0,16478.0
4191,평등,31,1472139.0,34859.0
7068,분할,40,1472105.0,22616.0
15123,그대로,39,1471946.0,14988.0
3285,조커,38,1470131.0,14655.0
6660,페이지,18,1469492.0,6415.0
1507,능욕,27,1469286.0,17161.0
20561,엔비디아,39,1468528.0,8894.0
9991,이기,32,1468423.0,15753.0
9123,상금,31,1467963.0,16865.0
11599,파키스탄,38,1467853.0,18269.0
14663,독일인,34,1467740.0,16506.0
5444,본의,28,1466314.0,16216.0
3929,앤,44,1464568.0,11434.0
618,코치,55,1464242.0,15658.0
12092,싱,35,1464185.0,13607.0
5113,디자이너,39,1464017.0,16011.0
1111,움,52,1463180.0,16194.0
17264,모태솔로,28,1462958.0,14456.0
20584,관위,55,1462346.0,27156.0
668,여의도,38,1461885.0,11409.0
3525,악질,33,1461839.0,24045.0
3449,재개,46,1461500.0,20597.0
5198,소프트,35,1460717.0,14225.0
1490,지갑,39,1460382.0,16448.0
7761,황의조,33,1459905.0,11858.0
2125,유포,43,1459213.0,19956.0
2605,전주,50,1458234.0,15379.0
18226,주목,41,1457842.0,16876.0
2173,성차별,28,1457673.0,27968.0
548,지식인,25,1456709.0,20205.0
13665,서장훈,33,1456040.0,13859.0
4152,암컷,27,1455587.0,16000.0
6276,발매,33,1452974.0,12711.0
10841,맘스,23,1452715.0,12672.0
4462,정황,57,1452663.0,25218.0
6896,량,27,1452609.0,13436.0
9241,보관,34,1451849.0,15565.0
31052,심형탁,32,1450349.0,27345.0
449,김제동,26,1449834.0,25161.0
5799,첫경험,22,1449596.0,12651.0
3251,직후,41,1449238.0,19214.0
6102,농구,49,1448875.0,11725.0
5466,한탄,28,1448680.0,17861.0
12710,케이팝,39,1447577.0,12784.0
12341,디아,32,1447288.0,14940.0
16152,김혜경,45,1447159.0,35097.0
15698,소년만화,33,1446491.0,10830.0
6447,운명,35,1446276.0,16271.0
3442,개입,52,1445943.0,22848.0
6418,고수,39,1445391.0,13114.0
8091,비서,36,1444807.0,28539.0
4532,염전,30,1444806.0,24786.0
29402,덱스,39,1444334.0,6789.0
5128,압도,37,1443465.0,11851.0
1271,친누나,25,1443111.0,17294.0
6378,마사지,29,1442572.0,14340.0
8810,포켓몬스터,35,1442442.0,17288.0
2387,잠수함,43,1442416.0,13494.0
17471,아동학대,43,1442041.0,15500.0
6589,성폭력,38,1441880.0,16028.0
9174,미제,35,1441603.0,13111.0
2476,숫자,37,1441271.0,13926.0
1206,승진,35,1440898.0,22906.0
12866,톰보이,48,1438611.0,11904.0
640,등록,42,1437924.0,17136.0
19761,탁재훈,38,1437338.0,11628.0
4101,차세대,42,1436618.0,10097.0
13489,영화관,36,1435455.0,13549.0
4685,입건,48,1435038.0,17572.0
7740,신경,32,1434612.0,16179.0
3680,라이더,43,1433814.0,11993.0
5518,바디,41,1433470.0,10477.0
11791,혼,62,1432839.0,11236.0
3367,조지,45,1432828.0,18562.0
7193,격차,33,1431608.0,22597.0
8674,군부,31,1431432.0,16098.0
2875,시티,50,1431050.0,13210.0
10443,사칭,41,1428912.0,18194.0
6689,상반기,87,1428650.0,8354.0
10140,스위치,40,1427644.0,11915.0
2341,도서,34,1426485.0,20047.0
5657,정자,29,1425804.0,20091.0
12178,입사,27,1425658.0,15584.0
2914,위문,25,1424909.0,30766.0
11579,개최,46,1424057.0,20858.0
2675,격리,33,1423455.0,19754.0
5492,제출,63,1422180.0,18185.0
1504,찬양,36,1421535.0,23805.0
11473,고생,42,1421451.0,10004.0
35054,하마스,46,1420806.0,16461.0
20042,도축,35,1419326.0,26471.0
9500,소변,34,1417873.0,12981.0
5409,출사,128,1417514.0,6681.0
7810,가요,38,1416720.0,14914.0
13554,구형,51,1415672.0,13667.0
10369,미시,23,1415660.0,9614.0
9921,기름,35,1415448.0,11439.0
12012,구입,36,1414714.0,10912.0
2656,바이러스,30,1413045.0,13747.0
10869,파병,35,1412914.0,13790.0
7542,인재,34,1412471.0,16539.0
4843,마법사,47,1412409.0,16864.0
3609,페,41,1410591.0,18133.0
8373,곤충,40,1410218.0,13978.0
2501,투기,44,1409238.0,18903.0
6417,소멸,35,1408687.0,13216.0
222,시민단체,41,1408568.0,44601.0
2073,아이패드,36,1408082.0,13853.0
